From,To,Date,Subject
Ruscella.Mies.Haber@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.kronos, Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Linnea.Bergen@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Mat.Bramar@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Anda.Ribera@gastech.com.kronos",1/6/14 15:54,"Good morning, GasTech!"
Lucas.Alcazar@gastech.com.kronos,Dante.Coginian@gastech.com.kronos,1/6/14 15:58,RE: Congratulations on your service anniversary
Adra.Nubarron@gastech.com.kronos,"Isande.Borrasca@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos",1/6/14 16:21,RE: Wellhead flow rate data
Lars.Azada@gastech.com.kronos,Axel.Calzas@gastech.com.kronos,1/6/14 16:31,RE: Meeting
Axel.Calzas@gastech.com.kronos,Lars.Azada@gastech.com.kronos,1/6/14 16:37,RE: Meeting
Adan.Morlun@gastech.com.kronos,"Irene.Nant@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos",1/6/14 16:38,RE: Facilities preparations for VIP visit
Nils.Calixto@gastech.com.kronos,Kanon.Herrero@gastech.com.kronos,1/6/14 16:39,RE: Late for meeting
Dylan.Scozzese@gastech.com.kronos,"Irene.Nant@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",1/6/14 16:39,RE: Route suggestion for next shift
Ruscella.Mies.Haber@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/6/14 16:44,RE: Question - Protocol for VIP visit
Kanon.Herrero@gastech.com.kronos,Nils.Calixto@gastech.com.kronos,1/6/14 16:53,RE: Late for meeting
Dante.Coginian@gastech.com.kronos,Lucas.Alcazar@gastech.com.kronos,1/6/14 16:55,RE: Congratulations on your service anniversary
Dylan.Scozzese@gastech.com.kronos,"Irene.Nant@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",1/6/14 16:55,RE: Route suggestion for next shift
Nils.Calixto@gastech.com.kronos,Kanon.Herrero@gastech.com.kronos,1/6/14 17:07,RE: Late for meeting
Kanon.Herrero@gastech.com.kronos,Nils.Calixto@gastech.com.kronos,1/6/14 17:10,RE: Late for meeting
Rachel.Pantanal@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos,1/6/14 17:34,RE: Are you buying coffee?
Irene.Nant@gastech.com.kronos,"Irene.Nant@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",1/6/14 17:52,RE: Route suggestion for next shift
Marin.Onda@gastech.com.kronos,"Isande.Borrasca@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos",1/6/14 17:56,RE: Wellhead flow rate data
Dylan.Scozzese@gastech.com.kronos,"Irene.Nant@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",1/6/14 17:57,RE: Route suggestion for next shift
Irene.Nant@gastech.com.kronos,"Irene.Nant@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",1/6/14 18:01,RE: Route suggestion for next shift
Cecilia.Morluniau@gastech.com.kronos,"Dylan.Scozzese@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos",1/6/14 18:08,RE: Facilities preparations for VIP visit
Mat.Bramar@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.kronos, Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Linnea.Bergen@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Mat.Bramar@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Anda.Ribera@gastech.com.kronos",1/7/14 8:27,Service anniversaries!
Irene.Nant@gastech.com.kronos,"Bertrand.Ovan@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Henk.Mies@gastech.com.kronos",1/7/14 8:46,Traffic advisory for today
Dylan.Scozzese@gastech.com.kronos,"Irene.Nant@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos",1/7/14 8:53,List of repairs needed
Nils.Calixto@gastech.com.kronos,"Sven.Flecha@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos",1/7/14 8:59,GT-SeismicProcessorPro Bug Report
Ada.Campo-Corrente@gastech.com.kronos,Felix.Resumir@gastech.com.kronos,1/7/14 9:34,"Hey, I�m going home sick."
Lucas.Alcazar@gastech.com.kronos,"Sven.Flecha@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos",1/7/14 9:35,RE: GT-SeismicProcessorPro Bug Report
Lucas.Alcazar@gastech.com.kronos,"Sven.Flecha@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos",1/7/14 9:59,RE: GT-SeismicProcessorPro Bug Report
Mat.Bramar@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/7/14 10:00,Dress for success - Dress to impress
Lidelse.Dedos@gastech.com.kronos,Elsa.Orilla@gastech.com.kronos,1/7/14 10:06,Files
Isia.Vann@gastech.com.kronos,Rachel.Pantanal@gastech.com.kronos,1/7/14 10:06,This weekend?
Inga.Ferro@gastech.com.kronos,Willem.Vasco-Pais@gastech.com.kronos,1/7/14 10:32,Late for meeting
Carla.Forluniau@gastech.com.kronos,Irene.Nant@gastech.com.kronos,1/7/14 10:34,"Works for me, thanks"
Sven.Flecha@gastech.com.kronos,"Sven.Flecha@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos",1/7/14 10:34,RE: GT-SeismicProcessorPro Bug Report
Ruscella.Mies.Haber@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.kronos, Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Linnea.Bergen@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Mat.Bramar@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Anda.Ribera@gastech.com.kronos",1/7/14 10:35,Daily morning announcements
Nils.Calixto@gastech.com.kronos,"Isak.Baza@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",1/7/14 10:45,GT-SeismicProcessorPro Bug Report
Isia.Vann@gastech.com.kronos,Rachel.Pantanal@gastech.com.kronos,1/7/14 10:48,Karoake night
Sven.Flecha@gastech.com.kronos,"Sven.Flecha@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos",1/7/14 11:05,RE: GT-SeismicProcessorPro Bug Report
Felix.Resumir@gastech.com.kronos,Ada.Campo-Corrente@gastech.com.kronos,1/7/14 11:08,"RE: Hey, I�m going home sick."
Lars.Azada@gastech.com.kronos,"Axel.Calzas@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos",1/7/14 11:12,Downhole prediction 2522-00
Felix.Balas@gastech.com.kronos,Carla.Forluniau@gastech.com.kronos,1/7/14 11:14,I�m in! -  post a list
Elsa.Orilla@gastech.com.kronos,Lidelse.Dedos@gastech.com.kronos,1/7/14 11:18,RE: Files
Varro.Awelon@gastech.com.kronos,"Bertrand.Ovan@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Henk.Mies@gastech.com.kronos",1/7/14 11:19,RE: Traffic advisory for today
Henk.Mies@gastech.com.kronos,"Irene.Nant@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos",1/7/14 11:21,RE: List of repairs needed
Lucas.Alcazar@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.kronos, Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Linnea.Bergen@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Mat.Bramar@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Anda.Ribera@gastech.com.kronos",1/7/14 11:22,RE: Service anniversaries!
Bertrand.Ovan@gastech.com.kronos,"Irene.Nant@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos",1/7/14 11:26,RE: List of repairs needed
Irene.Nant@gastech.com.kronos,"Bertrand.Ovan@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Henk.Mies@gastech.com.kronos",1/7/14 11:30,RE: Traffic advisory for today
Adan.Morlun@gastech.com.kronos,"Adan.Morlun@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",1/7/14 11:37,Traffic advisory for today
Lucas.Alcazar@gastech.com.kronos,"Sven.Flecha@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos",1/7/14 11:47,RE: GT-SeismicProcessorPro Bug Report
Isak.Baza@gastech.com.kronos,"Sven.Flecha@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos",1/7/14 11:49,RE: GT-SeismicProcessorPro Bug Report
Ada.Campo-Corrente@gastech.com.kronos,Felix.Resumir@gastech.com.kronos,1/7/14 11:51,"RE: Hey, I�m going home sick."
Willem.Vasco-Pais@gastech.com.kronos,Inga.Ferro@gastech.com.kronos,1/7/14 11:53,RE: Late for meeting
Mat.Bramar@gastech.com.kronos,Dante.Coginian@gastech.com.kronos,1/7/14 11:55,Document stuck
Felix.Resumir@gastech.com.kronos,Ada.Campo-Corrente@gastech.com.kronos,1/7/14 12:01,"RE: Hey, I�m going home sick."
Inga.Ferro@gastech.com.kronos,Willem.Vasco-Pais@gastech.com.kronos,1/7/14 12:05,RE: Late for meeting
Willem.Vasco-Pais@gastech.com.kronos,Inga.Ferro@gastech.com.kronos,1/7/14 12:07,RE: Late for meeting
Claudio.Hawelon@gastech.com.kronos,"Irene.Nant@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos",1/7/14 12:09,RE: List of repairs needed
Lidelse.Dedos@gastech.com.kronos,Elsa.Orilla@gastech.com.kronos,1/7/14 12:17,RE: Files
Cecilia.Morluniau@gastech.com.kronos,"Bertrand.Ovan@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Henk.Mies@gastech.com.kronos",1/7/14 12:18,RE: Traffic advisory for today
Cecilia.Morluniau@gastech.com.kronos,"Bertrand.Ovan@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Henk.Mies@gastech.com.kronos",1/7/14 12:25,RE: Traffic advisory for today
Cornelia.Lais@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/7/14 12:29,RE: Dress for success - Dress to impress
Nils.Calixto@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Nils.Calixto@gastech.com.kronos",1/7/14 12:30,GT-SeismicProcessorPro Bug Report
Gustav.Cazar@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.kronos, Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Linnea.Bergen@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Mat.Bramar@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Anda.Ribera@gastech.com.kronos",1/7/14 12:30,RE: Service anniversaries!
Orhan.Strum@gastech.com.kronos,"Ingrid.Barranco@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Orhan.Strum@gastech.com.kronos",1/7/14 12:31,Yearly numbers looking good
Carla.Forluniau@gastech.com.kronos,Felix.Balas@gastech.com.kronos,1/7/14 12:34,RE: I�m in! -  post a list
Felix.Balas@gastech.com.kronos,Carla.Forluniau@gastech.com.kronos,1/7/14 12:37,RE: I�m in! -  post a list
Hideki.Cocinaro@gastech.com.kronos,Cornelia.Lais@gastech.com.kronos,1/7/14 12:37,No hurry
Cecilia.Morluniau@gastech.com.kronos,"Bertrand.Ovan@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Henk.Mies@gastech.com.kronos",1/7/14 12:40,RE: Traffic advisory for today
Vira.Frente@gastech.com.kronos,"Axel.Calzas@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos",1/7/14 12:47,RE: Downhole prediction 2522-00
Isande.Borrasca@gastech.com.kronos,"Isande.Borrasca@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Vira.Frente@gastech.com.kronos",1/7/14 13:00,Wellhead flow rate data - overpressure at well 1783-03?
Linda.Lagos@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/7/14 13:03,Catering?!?
Nils.Calixto@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Isak.Baza@gastech.com.kronos",1/7/14 13:05,GT-SeismicProcessorPro Bug Report
Mat.Bramar@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/7/14 13:06,RE: Dress for success - Dress to impress
Vira.Frente@gastech.com.kronos,"Axel.Calzas@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos",1/7/14 13:08,RE: Downhole prediction 2522-00
